Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Year,Month,Day,Week,Target
0,90.32,3.084,126.1266,9.524,1970,1,1,1,1768172.31
0,65.28,2.706,204.7513279,7.527,1970,1,1,1,1948359.78
1,51.51,3.381,127.859129,8.744,1970,1,1,1,2115408.31
0,55.41,3.112,218.0541851,7.716,1970,1,1,1,605791.46
1,74.34,2.565,214.8528728,6.315,1970,1,1,1,831425.2
0,94.11,3.807,129.0663,8.687,1970,1,1,1,238433.53
0,77.95,3.526,219.6297841,6.404,1970,1,1,1,500274.03
0,64.47,4.003,128.8238065,13.736,1970,1,1,1,392152.3
0,85.63,3.575,214.1083654,8.177,1970,1,1,1,498749.62
0,72.93,3.997,142.3105933,8.239,1970,1,1,1,1780443.36
0,37.27,3.638,185.1790167,8.521,1970,1,1,1,1869110.55
0,54.82,3.596,194.7419707,6.901,1970,1,1,1,1197019.39
0,57.58,3.917,138.7281613,9.151,1970,1,1,1,534970.68
0,36.5,3.666,136.753,8.659,1970,1,1,1,1155594.2
1,44.61,3.022,216.2660913,7.551,1970,1,1,1,1419236.9
0,73.2,3.886,135.6283333,7.806,1970,1,1,1,1465489.75
0,84.25,3.638,222.8958121,5.603,1970,1,1,1,344642.01
0,72.83,2.933,132.5667742,8.099,1970,1,1,1,633203.69
0,70.75,2.966,181.6468154,8.899,1970,1,1,1,812190.76
1,19.64,2.773,204.3857472,8.187,1970,1,1,1,583364.02
0,52.36,3.981,134.2784667,8.212,1970,1,1,1,1245576.65
0,62.3,3.697,192.9034759,6.934,1970,1,1,1,1289151.84
0,73.66,2.668,126.1392,7.372,1970,1,1,1,1881337.21
0,72.04,2.716,215.2274686,7.564,1970,1,1,1,348591.74
0,66.24,2.716,211.5661131,8.163,1970,1,1,1,1802755.11
1,67.09,2.717,132.7564516,9.342,1970,1,1,1,1011201.12
0,24.29,3.439,136.698129,4.261,1970,1,1,1,1150662.55
0,66.91,2.78,202.4312238,9.593,1970,1,1,1,630740.11
1,61.99,3.689,130.9325484,5.936,1970,1,1,1,1255633.29
0,91.98,3.105,126.1392,14.18,1970,1,1,1,361181.48
0,55.23,2.878,136.6401935,8.572,1970,1,1,1,954401.46
0,71.89,2.603,211.6719895,7.838,1970,1,1,1,1453329.5
0,67.92,4.294,130.9670968,7.545,1970,1,1,1,1815760.42
0,38.59,2.831,131.863129,5.892,1970,1,1,1,1310701.8
0,43.3,2.885,131.9809,5.435,1970,1,1,1,882636.96
0,84.97,3.393,225.2644795,6.664,1970,1,1,1,1417875.42
0,66.97,3.877,221.2021074,6.891,1970,1,1,1,1407036.59
0,27.28,2.55,189.5340998,9.014,1970,1,1,1,506760.54
0,70.23,3.845,224.8651254,6.833,1970,1,1,1,1300104.03
0,40.52,3.03,132.9172,5.287,1970,1,1,1,852452.93
0,61.48,3.641,129.4306,6.745,1970,1,1,1,1051116.95
0,57.58,3.985,215.9258865,7.293,1970,1,1,1,699536.73
0,39.46,3.823,134.2784667,7.818,1970,1,1,1,863266.12
0,53.13,3.95,130.5502069,12.187,1970,1,1,1,1112034.72
0,57.1,2.745,190.7763218,7.508,1970,1,1,1,1162042.24
0,58.56,4.101,134.6803871,9.966,1970,1,1,1,492932.51
0,86.05,3.638,219.0075249,6.425,1970,1,1,1,856796.1
0,65.23,3.924,134.9425484,4.781,1970,1,1,1,1447028.06
0,50.99,2.983,136.010394,8.348,1970,1,1,1,973585.33
0,62.94,2.689,215.2765472,7.564,1970,1,1,1,423175.56
0,90.84,2.949,126.1119032,14.099,1970,1,1,1,1016039.71
0,69.19,3.561,138.263,4.156,1970,1,1,1,1384921.63
0,87.69,2.935,126.114,9.849,1970,1,1,1,272399.08
0,42.4,2.86,126.7934,7.127,1970,1,1,1,2302504.86
0,81.85,3.57,129.0663,5.946,1970,1,1,1,2008344.92
0,59.62,3.57,140.4616048,8.745,1970,1,1,1,811328.4
0,71.59,3.05,126.4713333,9.849,1970,1,1,1,263263.02
0,69.19,3.891,225.2562439,5.539,1970,1,1,1,578539.86
0,58.42,3.899,138.1065806,4.125,1970,1,1,1,1332952.47
0,46.33,2.843,211.4659526,7.838,1970,1,1,1,1682614.26
0,77.44,4.151,128.9998667,8.687,1970,1,1,1,248561.86
0,81.78,2.668,210.2135668,8.464,1970,1,1,1,1371405.33
0,68.4,3.964,135.2652667,7.658,1970,1,1,1,1440785.7
0,45.84,3.867,137.5843871,8.075,1970,1,1,1,1022018.43
0,48.25,3.51,221.0106341,5.943,1970,1,1,1,356427.98
1,87.93,3.73,226.2103541,5.277,1970,1,1,1,565812.29
0,75.48,3.08,126.3266774,9.003,1970,1,1,1,1703850.25
0,20.39,3.205,204.7026042,7.343,1970,1,1,1,1884345.01
0,58.4,2.962,126.4420645,10.115,1970,1,1,1,274593.43
0,68.59,3.574,129.1677097,6.745,1970,1,1,1,861894.77
0,80.94,3.372,130.8295333,4.308,1970,1,1,1,2234190.93
0,86.94,3.417,225.4636332,6.334,1970,1,1,1,1399341.07
0,45.12,3.058,127.99525,10.398,1970,1,1,1,1062629.3
0,81.22,3.966,131.043,10.926,1970,1,1,1,1129508.61
0,62.96,3.787,220.9244858,7.057,1970,1,1,1,729759.97
0,47.2,4.0,216.1150568,7.293,1970,1,1,1,2162951.36
1,48.58,3.409,221.8644987,6.132,1970,1,1,1,1620603.92
0,86.49,3.638,225.8293063,6.334,1970,1,1,1,1372872.35
0,56.86,3.372,221.1278032,6.123,1970,1,1,1,876712.31
0,41.76,3.625,184.9943679,8.549,1970,1,1,1,719737.25
1,48.92,3.428,130.0710323,7.874,1970,1,1,1,1930690.37
0,86.2,2.619,211.2241759,8.099,1970,1,1,1,855882.57
0,81.65,3.62,213.5481636,9.285,1970,1,1,1,598234.64
0,66.38,3.668,129.0663,7.193,1970,1,1,1,2009163.08
0,70.09,3.973,138.7694608,8.252,1970,1,1,1,1125169.92
0,35.3,3.286,196.9631599,6.589,1970,1,1,1,1243814.77
0,61.32,3.899,136.367,7.806,1970,1,1,1,1300375.76
0,47.83,3.671,130.8966452,5.774,1970,1,1,1,296947.06
0,95.36,3.842,129.0894,8.257,1970,1,1,1,1751369.75
1,38.51,2.548,211.2421698,8.106,1970,1,1,1,1641957.44
0,85.19,4.308,131.0983226,7.382,1970,1,1,1,1795152.73
0,67.65,3.542,194.1105017,6.901,1970,1,1,1,1356689.88
0,68.44,3.145,126.2085484,14.099,1970,1,1,1,346174.3
0,82.3,2.615,210.2135668,8.464,1970,1,1,1,467711.18
0,40.74,3.636,192.5234638,6.339,1970,1,1,1,368600.0
0,52.7,2.674,189.4185259,8.963,1970,1,1,1,481144.09
0,78.36,3.717,226.1122067,6.334,1970,1,1,1,407589.16
1,65.06,3.921,138.4729355,4.156,1970,1,1,1,1088248.4
0,66.65,3.095,132.1062,8.211,1970,1,1,1,1409705.03
0,54.69,3.459,213.7646401,8.028,1970,1,1,1,438529.81
0,67.08,2.837,136.6317821,7.982,1970,1,1,1,1597002.71
0,85.73,2.664,210.3617581,8.36,1970,1,1,1,1471816.52
0,43.92,3.793,131.0375484,6.235,1970,1,1,1,986922.62
1,61.14,2.699,204.7266827,7.527,1970,1,1,1,655811.95
0,91.74,3.743,129.2405806,13.503,1970,1,1,1,1200019.74
0,73.12,4.069,134.8551613,8.212,1970,1,1,1,1554837.62
0,76.1,3.81,214.3580974,8.3,1970,1,1,1,502918.18
0,48.33,3.261,221.4893412,6.132,1970,1,1,1,1344243.17
0,76.41,3.717,224.2004678,5.668,1970,1,1,1,1375166.86
0,59.31,3.332,221.245968,7.197,1970,1,1,1,459443.22
0,62.06,2.992,131.9408065,8.211,1970,1,1,1,1379579.63
0,48.61,2.625,211.0067542,8.324,1970,1,1,1,1384870.51
0,87.14,3.575,218.7275216,7.567,1970,1,1,1,373454.33
0,49.26,4.163,137.9781333,8.983,1970,1,1,1,1194334.65
0,38.16,3.461,192.2691707,6.934,1970,1,1,1,1179125.48
0,58.38,2.868,136.6401935,8.763,1970,1,1,1,798376.99
0,74.37,2.81,136.3483143,8.348,1970,1,1,1,1095020.33
0,46.03,2.834,131.8242903,10.064,1970,1,1,1,496851.6
0,46.79,2.765,189.6628845,7.363,1970,1,1,1,1043388.79
0,56.11,3.055,132.8708387,8.067,1970,1,1,1,1404576.48
0,75.22,3.506,191.0992462,8.567,1970,1,1,1,1591835.02
0,61.25,3.763,192.8418131,8.595,1970,1,1,1,1167757.0
0,91.36,3.524,207.0288571,10.641,1970,1,1,1,586781.78
0,36.7,2.692,189.734262,7.541,1970,1,1,1,1006597.69
0,45.32,3.51,220.4257586,7.348,1970,1,1,1,1819870.0
0,56.73,2.852,210.1787224,8.476,1970,1,1,1,410214.7
0,48.3,2.976,211.9560305,6.634,1970,1,1,1,286347.26
0,51.13,2.843,214.7693037,7.564,1970,1,1,1,467642.03
0,84.26,3.575,218.7746217,6.425,1970,1,1,1,849925.37
0,41.72,3.616,128.9107333,7.193,1970,1,1,1,1950994.04
0,29.99,3.058,130.3144516,6.403,1970,1,1,1,769522.33
0,49.67,3.01,131.9809,8.185,1970,1,1,1,1460354.67
0,90.22,3.682,217.0241507,6.925,1970,1,1,1,1483991.05
0,63.43,2.837,132.7619333,8.099,1970,1,1,1,1318343.58
0,63.34,3.716,128.6160645,8.951,1970,1,1,1,238084.08
0,83.49,2.935,126.114,9.524,1970,1,1,1,529418.64
0,77.41,3.538,138.2296333,9.419,1970,1,1,1,578832.41
0,56.26,4.038,130.8966452,12.187,1970,1,1,1,1216059.41
0,69.76,3.105,126.3805667,9.524,1970,1,1,1,477615.87
0,83.49,3.699,207.1039009,10.581,1970,1,1,1,630972.15
0,36.99,3.605,137.5017028,7.827,1970,1,1,1,1656130.67
0,75.11,2.603,214.9846548,7.564,1970,1,1,1,1182490.46
0,80.26,3.501,225.4946078,5.539,1970,1,1,1,583648.59
0,76.3,2.796,132.5667742,10.409,1970,1,1,1,512292.01
0,39.1,2.514,214.6664878,6.299,1970,1,1,1,963960.37
0,83.03,2.582,211.1806415,8.099,1970,1,1,1,462058.19
0,39.87,2.841,126.4364194,6.885,1970,1,1,1,861941.25
0,44.7,3.895,134.1777742,8.212,1970,1,1,1,1273670.32
0,91.94,3.533,215.4508632,7.852,1970,1,1,1,705557.8
0,44.24,2.976,211.0648881,8.028,1970,1,1,1,451077.21
0,26.54,3.735,192.7252006,8.595,1970,1,1,1,407012.47
0,60.99,3.848,214.5485571,7.139,1970,1,1,1,2039222.26
0,46.65,3.735,192.7252006,8.595,1970,1,1,1,1181793.55
0,53.13,3.95,130.5502069,12.187,1970,1,1,1,409411.61
0,67.65,3.353,216.2468287,7.716,1970,1,1,1,1465283.29
0,25.61,3.056,130.244,5.774,1970,1,1,1,312361.88
0,75.56,3.595,129.1846452,6.877,1970,1,1,1,2076231.8
0,74.25,2.796,132.5667742,5.326,1970,1,1,1,959229.09
0,72.83,3.891,225.0135556,6.664,1970,1,1,1,420789.74
0,68.62,3.622,214.7252242,7.931,1970,1,1,1,1416790.17
0,71.31,3.306,216.4051315,7.716,1970,1,1,1,306193.81
0,64.67,3.646,197.8322195,7.872,1970,1,1,1,805642.61
0,73.77,3.62,225.7418442,5.401,1970,1,1,1,936373.65
0,68.55,3.617,223.1814772,6.573,1970,1,1,1,1670785.97
0,74.6,3.647,214.7382432,7.28,1970,1,1,1,1911559.1
0,71.73,2.725,210.6271444,8.476,1970,1,1,1,1261109.01
0,76.03,4.186,131.1453333,7.382,1970,1,1,1,1792345.3
0,55.31,3.362,129.7936774,5.143,1970,1,1,1,2151659.59
0,36.13,2.919,132.8170968,8.149,1970,1,1,1,916522.66
0,70.34,3.814,225.1734114,5.679,1970,1,1,1,879448.25
0,89.46,3.682,218.8440545,7.567,1970,1,1,1,1212938.67
0,62.08,3.874,138.2814516,7.405,1970,1,1,1,1022704.2
0,92.95,3.123,126.0854516,14.18,1970,1,1,1,378574.44
0,81.74,2.642,209.8708867,8.36,1970,1,1,1,502456.04
0,41.39,2.826,131.9019677,5.435,1970,1,1,1,1041202.13
0,81.06,3.043,126.114,14.099,1970,1,1,1,1267619.06
0,33.92,3.874,137.2583103,8.659,1970,1,1,1,1326370.08
0,83.12,3.087,126.1019355,14.18,1970,1,1,1,1075758.55
0,38.15,4.021,137.5066897,7.943,1970,1,1,1,1358816.46
0,69.78,3.684,136.4195,9.863,1970,1,1,1,446516.26
0,56.63,3.734,224.7657327,5.825,1970,1,1,1,921178.39
0,52.99,2.771,213.4107412,7.007,1970,1,1,1,1518841.45
0,69.71,2.792,132.5983871,5.326,1970,1,1,1,1319773.55
0,45.9,3.065,136.8349032,8.021,1970,1,1,1,1828010.25
0,48.36,3.541,129.9845484,7.874,1970,1,1,1,3487986.89
0,77.36,2.624,214.9084516,7.346,1970,1,1,1,1170103.25
0,33.99,3.263,130.244,9.653,1970,1,1,1,913755.12
0,69.39,3.645,213.8116658,8.3,1970,1,1,1,428727.61
0,57.75,3.308,209.8651071,10.148,1970,1,1,1,628115.61
0,55.99,3.66,130.2792258,7.603,1970,1,1,1,244899.2
0,60.92,3.443,130.1575161,7.603,1970,1,1,1,267058.08
0,59.85,2.871,126.1360645,8.107,1970,1,1,1,2022705.22
0,49.14,3.459,217.512299,6.262,1970,1,1,1,900387.29
0,51.04,3.01,215.5065821,7.551,1970,1,1,1,1100418.69
0,77.66,3.749,223.2800541,5.964,1970,1,1,1,1543461.12
0,80.17,2.669,203.1641524,9.816,1970,1,1,1,667353.79
0,84.79,3.571,221.6751459,6.565,1970,1,1,1,1928016.01
0,81.06,3.043,126.114,14.099,1970,1,1,1,335691.85
0,78.62,3.933,129.0623548,8.494,1970,1,1,1,503295.29
0,69.21,3.814,221.255812,6.891,1970,1,1,1,1311352.25
0,83.64,4.133,130.9776667,10.926,1970,1,1,1,885892.37
0,88.93,2.664,214.9314191,7.346,1970,1,1,1,1430192.37
0,61.24,3.889,190.9764167,8.567,1970,1,1,1,1987531.05
0,88.36,3.48,216.8200275,6.925,1970,1,1,1,1709373.62
0,86.84,3.935,129.0432,13.736,1970,1,1,1,1268503.49
0,47.32,2.844,204.3782258,8.187,1970,1,1,1,1951848.43
0,65.46,3.353,221.1498206,6.054,1970,1,1,1,557075.21
0,36.33,2.989,212.2240646,8.028,1970,1,1,1,596218.24
0,50.52,2.917,205.0627881,7.484,1970,1,1,1,1893955.27
0,70.93,3.812,208.7820061,7.274,1970,1,1,1,667130.48
0,82.89,3.407,220.6234054,6.623,1970,1,1,1,1487797.54
0,97.18,3.094,126.1498065,14.18,1970,1,1,1,338277.71
0,73.31,3.57,197.9792136,6.432,1970,1,1,1,1344723.97
0,55.12,4.095,134.593,4.781,1970,1,1,1,1254914.87
0,69.92,3.784,135.6283333,4.584,1970,1,1,1,1379488.05
0,59.07,3.759,130.8966452,4.607,1970,1,1,1,2091592.54
0,34.32,3.058,130.3144516,6.104,1970,1,1,1,1733983.09
0,82.98,3.617,129.2015806,5.644,1970,1,1,1,2105668.74
0,69.74,3.109,126.5621,9.524,1970,1,1,1,549528.16
0,46.66,3.631,184.809719,8.549,1970,1,1,1,1932491.42
0,78.94,2.797,126.1069032,7.804,1970,1,1,1,275020.96
0,49.6,3.862,141.55478,8.744,1970,1,1,1,793045.82
0,81.02,4.186,131.1453333,7.396,1970,1,1,1,295841.84
0,75.8,3.467,216.3758246,7.962,1970,1,1,1,1380020.27
0,84.2,2.653,212.8641412,7.092,1970,1,1,1,1640681.88
0,75.04,3.899,215.6124735,7.931,1970,1,1,1,1408118.22
0,79.22,2.806,136.3962643,8.433,1970,1,1,1,1092654.26
0,43.39,3.796,133.8492258,8.252,1970,1,1,1,1168397.26
0,22.8,3.391,133.0285161,7.771,1970,1,1,1,1212967.84
0,50.46,3.779,198.8221322,5.847,1970,1,1,1,471281.68
0,66.25,2.958,132.5218667,8.099,1970,1,1,1,1549018.68
0,61.5,3.045,216.5843571,7.551,1970,1,1,1,1554747.15
0,62.59,2.72,215.1757,6.433,1970,1,1,1,826546.96
0,66.32,2.808,210.4887,7.808,1970,1,1,1,1466058.28
0,82.57,2.577,211.1886931,8.099,1970,1,1,1,1302047.48
0,71.81,2.779,204.8217044,7.527,1970,1,1,1,724499.81
0,67.03,3.989,139.0028333,7.725,1970,1,1,1,1814740.09
0,59.69,3.159,222.6426418,7.197,1970,1,1,1,1783910.06
0,43.39,3.738,136.475129,7.866,1970,1,1,1,615121.78
0,18.92,3.237,205.3894952,7.343,1970,1,1,1,600448.69
0,49.89,4.025,137.868,9.14,1970,1,1,1,520493.83
0,67.45,3.898,135.9639355,4.584,1970,1,1,1,929096.9
0,79.36,2.664,214.9779825,6.315,1970,1,1,1,870676.44
0,65.79,3.979,138.1101935,8.983,1970,1,1,1,1407897.57
0,20.38,3.378,195.8223287,8.513,1970,1,1,1,591907.88
0,43.68,3.261,211.4115714,9.653,1970,1,1,1,663529.64
0,53.66,3.659,198.1267184,7.872,1970,1,1,1,541120.2
0,71.01,3.743,214.9420631,7.931,1970,1,1,1,426666.92
0,59.17,3.524,214.8371664,7.682,1970,1,1,1,1495064.75
0,30.55,3.229,182.9193368,8.549,1970,1,1,1,644285.33
0,22.16,2.96,127.5800323,6.866,1970,1,1,1,736335.69
0,73.88,3.881,185.6486923,8.521,1970,1,1,1,814395.17
0,79.05,2.94,132.5461333,8.117,1970,1,1,1,1665502.55
0,62.93,2.792,132.6141935,8.445,1970,1,1,1,1125329.77
0,47.27,3.579,129.7821613,6.617,1970,1,1,1,877380.22
0,57.78,2.764,136.6277321,8.763,1970,1,1,1,874615.32
0,52.33,4.004,141.9596595,8.876,1970,1,1,1,721212.45
0,42.0,2.842,126.6072,7.61,1970,1,1,1,284322.52
0,45.38,3.903,197.6063534,8.09,1970,1,1,1,465198.89
0,35.47,3.046,204.8249189,7.484,1970,1,1,1,2416051.17
0,48.0,3.757,136.4884516,8.454,1970,1,1,1,1307142.75
0,62.68,2.796,132.6616129,8.445,1970,1,1,1,1007385.36
0,91.17,3.794,129.1507742,13.503,1970,1,1,1,1165870.54
0,82.97,4.125,131.0103333,10.926,1970,1,1,1,922735.37
0,36.94,2.842,126.6034839,6.635,1970,1,1,1,848521.17
0,56.43,3.63,212.3180074,9.653,1970,1,1,1,693249.98
0,36.33,2.989,212.2240646,8.028,1970,1,1,1,490970.95
1,33.34,2.548,214.6214189,6.299,1970,1,1,1,994801.4
0,72.96,3.899,219.4159857,6.297,1970,1,1,1,895763.41
0,77.83,3.915,139.7006325,7.85,1970,1,1,1,1762155.79
0,38.51,3.501,136.4909333,4.42,1970,1,1,1,1059676.62
0,57.71,2.95,126.1843871,7.972,1970,1,1,1,267065.35
0,31.34,3.309,136.597273,8.021,1970,1,1,1,3078162.08
0,47.1,2.561,212.845337,7.259,1970,1,1,1,1432953.21
1,33.16,2.671,126.4962581,8.316,1970,1,1,1,2030933.46
0,84.57,3.981,129.0357097,8.494,1970,1,1,1,616701.99
0,52.76,3.752,129.0490323,6.906,1970,1,1,1,308950.04
0,54.83,2.915,126.5262857,13.975,1970,1,1,1,327237.92
0,72.62,3.834,191.3448865,8.684,1970,1,1,1,718232.26
0,67.38,3.697,192.9034759,8.595,1970,1,1,1,1192031.38
0,72.72,3.892,128.5121935,8.951,1970,1,1,1,247234.47
0,82.08,3.475,142.2234298,8.839,1970,1,1,1,985479.64
0,82.68,3.227,213.2797452,9.285,1970,1,1,1,645618.59
0,49.6,4.021,141.55478,8.009,1970,1,1,1,1635984.07
0,55.24,3.837,197.5553137,6.547,1970,1,1,1,1331514.44
0,70.28,2.857,132.3648387,9.269,1970,1,1,1,1271311.76
0,61.64,2.972,132.4357419,8.185,1970,1,1,1,1410683.94
0,69.39,2.728,189.4882603,7.335,1970,1,1,1,1273279.79
0,91.05,3.575,215.0134426,7.852,1970,1,1,1,420515.63
0,70.61,3.046,132.2939355,8.185,1970,1,1,1,744772.88
1,32.36,3.402,136.6432581,8.471,1970,1,1,1,1010562.49
0,31.92,3.737,136.9598387,8.659,1970,1,1,1,1057290.41
0,71.93,3.722,214.7484595,7.28,1970,1,1,1,710496.97
0,57.15,2.886,203.4086682,10.21,1970,1,1,1,656637.63
0,88.1,3.692,129.1338387,13.503,1970,1,1,1,367181.71
0,68.59,2.713,182.6696737,8.743,1970,1,1,1,1879891.13
0,62.59,3.851,135.2652667,4.781,1970,1,1,1,977103.64
0,48.72,3.172,218.3590319,7.441,1970,1,1,1,793184.25
0,68.04,3.877,225.3117488,5.539,1970,1,1,1,542819.03
0,82.08,3.554,207.4953088,10.641,1970,1,1,1,663396.32
0,71.04,3.009,126.4912903,9.003,1970,1,1,1,565390.4
0,33.41,3.129,196.9499007,8.256,1970,1,1,1,1091822.72
0,65.47,2.815,132.5218667,5.326,1970,1,1,1,1087578.78
0,78.65,3.722,191.1626135,8.684,1970,1,1,1,1648570.03
0,52.19,2.903,132.7516667,8.067,1970,1,1,1,591603.79
0,68.59,2.713,182.6696737,8.743,1970,1,1,1,678228.58
0,67.73,2.756,126.1602258,7.896,1970,1,1,1,1857533.7
0,65.07,3.488,215.9035078,6.858,1970,1,1,1,1685375.47
0,73.63,4.02,136.0540323,7.806,1970,1,1,1,607961.21
0,42.2,3.049,132.9245806,8.275,1970,1,1,1,1285358.01
0,34.41,3.263,130.244,4.607,1970,1,1,1,1941676.61
0,63.55,3.734,221.7989713,5.943,1970,1,1,1,339392.54
0,45.12,2.841,126.4364194,7.795,1970,1,1,1,1887895.07
0,71.64,3.711,208.4386847,7.274,1970,1,1,1,698529.64
0,63.07,3.741,197.6551863,8.09,1970,1,1,1,642963.75
0,78.16,3.717,221.2601207,6.623,1970,1,1,1,514651.74
0,52.42,3.157,223.1923049,6.833,1970,1,1,1,398178.21
0,78.46,3.256,225.4831143,5.401,1970,1,1,1,890488.01
0,68.0,3.858,136.4195,8.358,1970,1,1,1,1246242.61
0,44.25,2.885,131.9809,5.435,1970,1,1,1,1288823.72
0,74.42,3.467,219.9746423,6.404,1970,1,1,1,506743.78
1,76.0,4.076,142.500303,8.239,1970,1,1,1,1840955.23
0,82.45,3.028,126.1454667,14.18,1970,1,1,1,336253.19
0,63.74,2.728,215.3256258,7.564,1970,1,1,1,1281675.6
0,45.25,4.143,137.7970968,8.983,1970,1,1,1,1524734.29
0,67.09,3.542,194.1105017,6.338,1970,1,1,1,563884.47
0,48.56,2.8,190.4688287,9.017,1970,1,1,1,489408.53
0,39.81,3.663,192.6243322,6.934,1970,1,1,1,1178841.05
0,50.79,3.29,219.7188636,7.057,1970,1,1,1,1259941.48
0,54.26,3.29,220.0788523,7.348,1970,1,1,1,1319325.59
0,63.55,3.743,218.7262524,6.297,1970,1,1,1,908278.74
1,55.47,2.828,126.4962581,10.115,1970,1,1,1,294882.83
0,68.36,3.907,215.3834778,7.931,1970,1,1,1,744836.56
0,74.85,3.735,197.7389345,8.09,1970,1,1,1,1196880.11
0,71.7,3.506,224.0378139,5.422,1970,1,1,1,319550.77
0,48.85,3.793,131.0375484,5.965,1970,1,1,1,2271614.76
0,48.72,3.172,218.3590319,7.441,1970,1,1,1,1388809.43
1,48.71,3.492,188.3504,8.523,1970,1,1,1,1170672.94
0,43.38,3.634,137.7398929,8.458,1970,1,1,1,926427.12
0,77.91,3.842,129.7821613,7.874,1970,1,1,1,1745928.56
0,65.66,2.791,126.1498065,6.697,1970,1,1,1,876591.41
0,37.13,3.867,137.5843871,4.261,1970,1,1,1,891154.18
0,50.53,3.489,129.8980645,7.874,1970,1,1,1,598437.98
0,42.81,3.586,136.475129,9.357,1970,1,1,1,620735.72
0,86.53,4.125,131.0103333,7.147,1970,1,1,1,252709.58
0,78.52,2.715,136.5891118,8.861,1970,1,1,1,948660.79
0,56.49,4.071,138.7281613,7.992,1970,1,1,1,1322117.96
0,33.4,2.684,189.7372075,7.541,1970,1,1,1,1023997.71
0,81.39,2.941,126.1360645,14.099,1970,1,1,1,1543678.02
0,86.1,2.627,212.0624447,6.496,1970,1,1,1,303043.02
0,49.86,3.322,129.8051935,5.143,1970,1,1,1,2281217.31
0,35.26,2.831,131.863129,8.488,1970,1,1,1,893613.0
0,91.11,3.935,129.0432,8.687,1970,1,1,1,238172.66
0,9.51,3.243,133.1059677,5.114,1970,1,1,1,775910.43
